file,line,status,issue,id,suggestion
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,6,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:06,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,7,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:07,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,7,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:07,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,8,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:08,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,8,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:08,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,9,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:09,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,9,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:09,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,10,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:10,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,10,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:10,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,11,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:11,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,11,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:11,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,12,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:12,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,12,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:12,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,13,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:13,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,13,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:13,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,14,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:14,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,14,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:14,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,15,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:15,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,15,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:15,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,16,missing_keys,Missing required keys: title,bankroll_and_variance_management:drill:16,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/bankroll_and_variance_management/v1/drills.jsonl,16,invalid_id,id must match ^[a-z0-9_]+$,bankroll_and_variance_management:drill:16,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/demos.jsonl,1,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:demo:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/demos.jsonl,1,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:demo:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/demos.jsonl,2,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:demo:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/demos.jsonl,2,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:demo:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/demos.jsonl,3,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:demo:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/demos.jsonl,3,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:demo:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,1,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,1,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,2,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,2,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,3,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,3,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,4,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:04,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,4,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:04,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,5,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:05,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,5,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:05,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,6,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:06,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,6,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:06,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,7,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:07,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,7,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:07,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,8,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:08,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,8,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:08,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,9,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:09,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,9,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:09,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,10,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:10,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,10,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:10,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,11,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:11,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,11,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:11,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,12,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:12,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,12,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:12,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,13,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:13,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,13,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:13,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,14,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:14,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,14,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:14,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,15,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:15,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,15,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:15,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,16,missing_keys,Missing required keys: title,cash_3bet_oop_playbook:drill:16,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_3bet_oop_playbook/v1/drills.jsonl,16,invalid_id,id must match ^[a-z0-9_]+$,cash_3bet_oop_playbook:drill:16,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/demos.jsonl,1,missing_keys,Missing required keys: title,cash_blind_defense_demo_001,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/demos.jsonl,2,missing_keys,Missing required keys: title,cash_blind_defense_demo_002,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/demos.jsonl,3,missing_keys,Missing required keys: title,cash_blind_defense_demo_003,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,1,missing_keys,Missing required keys: title,cash_blind_defense_drill_001,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,2,missing_keys,Missing required keys: title,cash_blind_defense_drill_002,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,3,missing_keys,Missing required keys: title,cash_blind_defense_drill_003,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,4,missing_keys,Missing required keys: title,cash_blind_defense_drill_004,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,5,missing_keys,Missing required keys: title,cash_blind_defense_drill_005,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,6,missing_keys,Missing required keys: title,cash_blind_defense_drill_006,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,7,missing_keys,Missing required keys: title,cash_blind_defense_drill_007,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,8,missing_keys,Missing required keys: title,cash_blind_defense_drill_008,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,9,missing_keys,Missing required keys: title,cash_blind_defense_drill_009,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,10,missing_keys,Missing required keys: title,cash_blind_defense_drill_010,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,11,missing_keys,Missing required keys: title,cash_blind_defense_drill_011,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,12,missing_keys,Missing required keys: title,cash_blind_defense_drill_012,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,13,missing_keys,Missing required keys: title,cash_blind_defense_drill_013,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,14,missing_keys,Missing required keys: title,cash_blind_defense_drill_014,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,15,missing_keys,Missing required keys: title,cash_blind_defense_drill_015,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense/v1/drills.jsonl,16,missing_keys,Missing required keys: title,cash_blind_defense_drill_016,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/demos.jsonl,1,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:demo:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/demos.jsonl,1,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:demo:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/demos.jsonl,2,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:demo:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/demos.jsonl,2,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:demo:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/demos.jsonl,3,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:demo:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/demos.jsonl,3,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:demo:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,1,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,1,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:01,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,2,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,2,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:02,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,3,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,3,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:03,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,4,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:04,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,4,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:04,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,5,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:05,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,5,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:05,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,6,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:06,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,6,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:06,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,7,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:07,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,7,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:07,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,8,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:08,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,8,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:08,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,9,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:09,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,9,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:09,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,10,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:10,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,10,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:10,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,11,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:11,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,11,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:11,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,12,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:12,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,12,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:12,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,13,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:13,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,13,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:13,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,14,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:14,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,14,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:14,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,15,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:15,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,15,invalid_id,id must match ^[a-z0-9_]+$,cash_blind_defense_vs_btn_co:drill:15,Review and correct
/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/cash_blind_defense_vs_btn_co/v1/drills.jsonl,16,missing_keys,Missing required keys: title,cash_blind_defense_vs_btn_co:drill:16,Review and correct
